seqnames start end CI.start CI.end genoT deltaW filenames
chr9 136407061 136414766 136257088 136486377 cc-wc 68 zeid_WT_UV300s_hoechst3_cluster13_well11_S403_.trimmed.mdup.bam.RData.55
chr10 70273293 70324782 70258204 70442649 cc-wc 78 zeid_WT_UV300s_hoechst3_cluster13_well11_S403_.trimmed.mdup.bam.RData.56
chr10 70821895 70833894 70798488 70871551 wc-cc 76 zeid_WT_UV300s_hoechst3_cluster13_well11_S403_.trimmed.mdup.bam.RData.57
chr10 71563601 71591416 71487324 71603023 cc-wc 66 zeid_WT_UV300s_hoechst3_cluster13_well11_S403_.trimmed.mdup.bam.RData.58
chr10 71607759 71617751 71590033 72409476 wc-cc 58 zeid_WT_UV300s_hoechst3_cluster13_well11_S403_.trimmed.mdup.bam.RData.59
chr10 102002484 102032733 101918911 102073115 cc-wc 64 zeid_WT_UV300s_hoechst3_cluster13_well11_S403_.trimmed.mdup.bam.RData.60
chr10 102848682 102850292 102814407 102900065 wc-cc 77 zeid_WT_UV300s_hoechst3_cluster13_well11_S403_.trimmed.mdup.bam.RData.61
chr11 63655316 63670051 63614161 63690320 ww-wc 77 zeid_WT_UV300s_hoechst3_cluster13_well11_S403_.trimmed.mdup.bam.RData.62
chr11 66533630 66537289 66494640 66605148 wc-ww 76 zeid_WT_UV300s_hoechst3_cluster13_well11_S403_.trimmed.mdup.bam.RData.63
chr11 72690867 72695246 72660560 72727377 ww-wc 72 zeid_WT_UV300s_hoechst3_cluster13_well11_S403_.trimmed.mdup.bam.RData.64
chr11 72814905 72817683 72694129 73634791 wc-ww 64 zeid_WT_UV300s_hoechst3_cluster13_well11_S403_.trimmed.mdup.bam.RData.65
chr11 75021664 75030787 74967307 75150040 ww-wc 70 zeid_WT_UV300s_hoechst3_cluster13_well11_S403_.trimmed.mdup.bam.RData.66
chr11 75642851 75658032 75397144 75701574 wc-ww 62 zeid_WT_UV300s_hoechst3_cluster13_well11_S403_.trimmed.mdup.bam.RData.67
chr12 62704284 62749122 62555398 63046518 ww-cc 135 zeid_WT_UV300s_hoechst3_cluster13_well11_S403_.trimmed.mdup.bam.RData.68
chr12 63863029 63892764 63626666 64025315 cc-ww 134 zeid_WT_UV300s_hoechst3_cluster13_well11_S403_.trimmed.mdup.bam.RData.69
chr13 18702007 18704660 17987118 18847289 ww-cc 130 zeid_WT_UV300s_hoechst3_cluster13_well11_S403_.trimmed.mdup.bam.RData.70
chr14 20505211 20513329 20481735 20539731 wc-cc 58 zeid_WT_UV300s_hoechst3_cluster13_well11_S403_.trimmed.mdup.bam.RData.71
chr14 49640927 49678276 49620393 49799784 cc-wc 60 zeid_WT_UV300s_hoechst3_cluster13_well11_S403_.trimmed.mdup.bam.RData.72
chr14 50364060 50368706 50060007 50393069 wc-cc 60 zeid_WT_UV300s_hoechst3_cluster13_well11_S403_.trimmed.mdup.bam.RData.73
chr14 76929349 76972214 76903746 76977122 cc-wc 52 zeid_WT_UV300s_hoechst3_cluster13_well11_S403_.trimmed.mdup.bam.RData.74
chr14 77815295 77854229 77726864 77871439 wc-cc 50 zeid_WT_UV300s_hoechst3_cluster13_well11_S403_.trimmed.mdup.bam.RData.75
chr15 22223247 22225814 21596547 22254029 wc-cc 84 zeid_WT_UV300s_hoechst3_cluster13_well11_S403_.trimmed.mdup.bam.RData.76
chr15 72623825 72627438 72588573 72694793 cc-wc 75 zeid_WT_UV300s_hoechst3_cluster13_well11_S403_.trimmed.mdup.bam.RData.77
chr15 72802439 72805603 72680195 74638096 wc-cc 68 zeid_WT_UV300s_hoechst3_cluster13_well11_S403_.trimmed.mdup.bam.RData.78
chr16 21566694 21567519 21553075 21579873 cc-ww 104 zeid_WT_UV300s_hoechst3_cluster13_well11_S403_.trimmed.mdup.bam.RData.79
chr16 22673546 22703743 22639875 22786370 ww-cc 122 zeid_WT_UV300s_hoechst3_cluster13_well11_S403_.trimmed.mdup.bam.RData.80
chr16 34281849 34572780 34199357 34583134 cc-ww 122 zeid_WT_UV300s_hoechst3_cluster13_well11_S403_.trimmed.mdup.bam.RData.81
chr16 46401631 46410517 46399793 46611473 ww-cc 149 zeid_WT_UV300s_hoechst3_cluster13_well11_S403_.trimmed.mdup.bam.RData.82
chr17 5438397 5453266 5414887 5474159 wc-ww 78 zeid_WT_UV300s_hoechst3_cluster13_well11_S403_.trimmed.mdup.bam.RData.83
chr17 18371485 18377031 16868067 42339740 ww-wc 77 zeid_WT_UV300s_hoechst3_cluster13_well11_S403_.trimmed.mdup.bam.RData.84
chr17 18604283 18715374 18409010 18764317 wc-ww 81 zeid_WT_UV300s_hoechst3_cluster13_well11_S403_.trimmed.mdup.bam.RData.85
chr17 41690420 41691185 41545434 41716555 ww-wc 77 zeid_WT_UV300s_hoechst3_cluster13_well11_S403_.trimmed.mdup.bam.RData.86
chr17 50373072 50385294 50342613 50417556 wc-ww 80 zeid_WT_UV300s_hoechst3_cluster13_well11_S403_.trimmed.mdup.bam.RData.87
chr18 55565907 55580145 55373728 55714215 ww-cc 164 zeid_WT_UV300s_hoechst3_cluster13_well11_S403_.trimmed.mdup.bam.RData.88
chr19 19178673 19194853 19167418 19233709 wc-cc 88 zeid_WT_UV300s_hoechst3_cluster13_well11_S403_.trimmed.mdup.bam.RData.89
chr20 22975015 22984472 22961932 22998159 cc-wc 80 zeid_WT_UV300s_hoechst3_cluster13_well11_S403_.trimmed.mdup.bam.RData.90
chr20 23506402 23506838 23491216 23550277 wc-cc 77 zeid_WT_UV300s_hoechst3_cluster13_well11_S403_.trimmed.mdup.bam.RData.91
chr21 13114602 13129784 12998295 13248083 wc-ww 85 zeid_WT_UV300s_hoechst3_cluster13_well11_S403_.trimmed.mdup.bam.RData.92
chr21 43208948 43267985 43023345 43720229 ww-wc 58 zeid_WT_UV300s_hoechst3_cluster13_well11_S403_.trimmed.mdup.bam.RData.93
chr21 44390370 44413475 44381645 44436346 wc-ww 62 zeid_WT_UV300s_hoechst3_cluster13_well11_S403_.trimmed.mdup.bam.RData.94
chr22 23278166 23298644 23224892 23411616 cc-ww 108 zeid_WT_UV300s_hoechst3_cluster13_well11_S403_.trimmed.mdup.bam.RData.95
chrX 65022357 65107036 64987943 65522945 cc-wc 63 zeid_WT_UV300s_hoechst3_cluster13_well11_S403_.trimmed.mdup.bam.RData.96
chrX 65892291 65985378 65795190 66016442 wc-cc 62 zeid_WT_UV300s_hoechst3_cluster13_well11_S403_.trimmed.mdup.bam.RData.97
chrX 70739149 70835471 70671909 71184000 cc-wc 46 zeid_WT_UV300s_hoechst3_cluster13_well11_S403_.trimmed.mdup.bam.RData.98
chrX 71488632 71529746 71329703 71567398 wc-cc 47 zeid_WT_UV300s_hoechst3_cluster13_well11_S403_.trimmed.mdup.bam.RData.99
chrX 129690050 129762145 129629600 129967542 cc-wc 80 zeid_WT_UV300s_hoechst3_cluster13_well11_S403_.trimmed.mdup.bam.RData.100
chrX 130308195 130350747 130282032 130373970 wc-cc 73 zeid_WT_UV300s_hoechst3_cluster13_well11_S403_.trimmed.mdup.bam.RData.101
chrX 153023540 153056097 152994416 153295251 cc-wc 45 zeid_WT_UV300s_hoechst3_cluster13_well11_S403_.trimmed.mdup.bam.RData.102
chrX 154673322 154681265 154534592 154720764 wc-cc 51 zeid_WT_UV300s_hoechst3_cluster13_well11_S403_.trimmed.mdup.bam.RData.103
chr1 146032697 146376451 145658821 147287750 cc-ww 94 zeid_WT_UV300s_hoechst3_cluster13_well16_S408_.trimmed.mdup.bam.RData.1
chr1 150486862 150556301 150430543 150584554 ww-cc 82 zeid_WT_UV300s_hoechst3_cluster13_well16_S408_.trimmed.mdup.bam.RData.2
chr2 42656760 42682384 42609319 42956873 ww-wc 61 zeid_WT_UV300s_hoechst3_cluster13_well16_S408_.trimmed.mdup.bam.RData.3
chr2 44267485 44326407 43363613 44359300 wc-ww 63 zeid_WT_UV300s_hoechst3_cluster13_well16_S408_.trimmed.mdup.bam.RData.4
chr2 217843822 217875812 217776876 218116067 ww-wc 58 zeid_WT_UV300s_hoechst3_cluster13_well16_S408_.trimmed.mdup.bam.RData.5
chr2 218720668 218864155 218621160 218922378 wc-ww 59 zeid_WT_UV300s_hoechst3_cluster13_well16_S408_.trimmed.mdup.bam.RData.6
chr2 237623432 237652510 237582868 237777635 ww-wc 54 zeid_WT_UV300s_hoechst3_cluster13_well16_S408_.trimmed.mdup.bam.RData.7
chr2 238542000 238552805 238139682 238638346 wc-ww 52 zeid_WT_UV300s_hoechst3_cluster13_well16_S408_.trimmed.mdup.bam.RData.8
chr3 91533206 93345831 91111532 93470516 ww-cc 133 zeid_WT_UV300s_hoechst3_cluster13_well16_S408_.trimmed.mdup.bam.RData.9
chr4 85921911 86493640 85834703 87447483 cc-wc 41 zeid_WT_UV300s_hoechst3_cluster13_well16_S408_.trimmed.mdup.bam.RData.10
chr4 87654452 88101918 87568147 88151503 wc-cc 37 zeid_WT_UV300s_hoechst3_cluster13_well16_S408_.trimmed.mdup.bam.RData.11
chr4 184789122 184906081 184753169 184959189 cc-wc 50 zeid_WT_UV300s_hoechst3_cluster13_well16_S408_.trimmed.mdup.bam.RData.12
chr4 185824926 185895232 185324280 185932776 wc-cc 51 zeid_WT_UV300s_hoechst3_cluster13_well16_S408_.trimmed.mdup.bam.RData.13
chr5 126353807 126422339 126194073 126449662 ww-wc 66 zeid_WT_UV300s_hoechst3_cluster13_well16_S408_.trimmed.mdup.bam.RData.14
chr5 127576330 127586886 127544541 127778325 wc-ww 73 zeid_WT_UV300s_hoechst3_cluster13_well16_S408_.trimmed.mdup.bam.RData.15
chr5 138823818 138867979 138801881 139177005 ww-wc 62 zeid_WT_UV300s_hoechst3_cluster13_well16_S408_.trimmed.mdup.bam.RData.16
chr5 139891180 139907122 139724996 139962195 wc-ww 62 zeid_WT_UV300s_hoechst3_cluster13_well16_S408_.trimmed.mdup.bam.RData.17
chr6 41804965 41830810 41702789 41859532 cc-wc 69 zeid_WT_UV300s_hoechst3_cluster13_well16_S408_.trimmed.mdup.bam.RData.18
chr6 43175068 43178155 43117455 43297101 wc-cc 65 zeid_WT_UV300s_hoechst3_cluster13_well16_S408_.trimmed.mdup.bam.RData.19
chr7 5218937 5245034 5190549 5266652 cc-wc 55 zeid_WT_UV300s_hoechst3_cluster13_well16_S408_.trimmed.mdup.bam.RData.20
chr7 6496690 6506065 6411401 6596184 wc-cc 55 zeid_WT_UV300s_hoechst3_cluster13_well16_S408_.trimmed.mdup.bam.RData.21
chr7 72899105 73356669 72805720 73382589 cc-wc 57 zeid_WT_UV300s_hoechst3_cluster13_well16_S408_.trimmed.mdup.bam.RData.22
chr7 76543634 76575119 76445650 76782130 wc-cc 51 zeid_WT_UV300s_hoechst3_cluster13_well16_S408_.trimmed.mdup.bam.RData.23
chr7 137879939 137919884 137821171 138336652 cc-wc 61 zeid_WT_UV300s_hoechst3_cluster13_well16_S408_.trimmed.mdup.bam.RData.24
chr7 138920691 138995379 138745710 139026735 wc-cc 51 zeid_WT_UV300s_hoechst3_cluster13_well16_S408_.trimmed.mdup.bam.RData.25
chr8 26148965 26157780 26111242 26323389 wc-ww 49 zeid_WT_UV300s_hoechst3_cluster13_well16_S408_.trimmed.mdup.bam.RData.26
chr8 26849574 26873728 26835090 26947007 ww-wc 39 zeid_WT_UV300s_hoechst3_cluster13_well16_S408_.trimmed.mdup.bam.RData.27
chr8 60491020 60508252 60453550 60636255 wc-ww 46 zeid_WT_UV300s_hoechst3_cluster13_well16_S408_.trimmed.mdup.bam.RData.28
chr8 61270532 61276897 61167614 61299133 ww-wc 39 zeid_WT_UV300s_hoechst3_cluster13_well16_S408_.trimmed.mdup.bam.RData.29
chr8 129229934 129256918 129167736 129307515 wc-ww 53 zeid_WT_UV300s_hoechst3_cluster13_well16_S408_.trimmed.mdup.bam.RData.30
chr8 130155678 130161353 129953527 130200035 ww-wc 49 zeid_WT_UV300s_hoechst3_cluster13_well16_S408_.trimmed.mdup.bam.RData.31
chr9 130858139 130861801 130701619 131038967 cc-ww 116 zeid_WT_UV300s_hoechst3_cluster13_well16_S408_.trimmed.mdup.bam.RData.32
chr10 5796348 5855586 5694808 5887672 ww-wc 53 zeid_WT_UV300s_hoechst3_cluster13_well16_S408_.trimmed.mdup.bam.RData.33
chr10 6563548 6688715 6331516 6723163 wc-ww 57 zeid_WT_UV300s_hoechst3_cluster13_well16_S408_.trimmed.mdup.bam.RData.34
chr10 71336974 71357873 71286334 71815348 ww-wc 60 zeid_WT_UV300s_hoechst3_cluster13_well16_S408_.trimmed.mdup.bam.RData.35
chr10 74778946 74780130 74753858 74826516 wc-ww 53 zeid_WT_UV300s_hoechst3_cluster13_well16_S408_.trimmed.mdup.bam.RData.36
chr10 131606879 131694928 131512576 131737651 ww-wc 74 zeid_WT_UV300s_hoechst3_cluster13_well16_S408_.trimmed.mdup.bam.RData.37
chr11 46274787 46288789 46245480 46345129 ww-wc 68 zeid_WT_UV300s_hoechst3_cluster13_well16_S408_.trimmed.mdup.bam.RData.38
chr11 47626079 47669480 47612172 47804784 wc-ww 74 zeid_WT_UV300s_hoechst3_cluster13_well16_S408_.trimmed.mdup.bam.RData.39
chr12 62413638 62572687 62036405 63252644 ww-cc 85 zeid_WT_UV300s_hoechst3_cluster13_well16_S408_.trimmed.mdup.bam.RData.40
chr12 63848103 63920533 63452747 63940261 cc-ww 77 zeid_WT_UV300s_hoechst3_cluster13_well16_S408_.trimmed.mdup.bam.RData.41
chr13 27111575 27135144 27055750 28122436 ww-wc 43 zeid_WT_UV300s_hoechst3_cluster13_well16_S408_.trimmed.mdup.bam.RData.42
chr13 28436678 28436886 28381693 28505884 wc-ww 38 zeid_WT_UV300s_hoechst3_cluster13_well16_S408_.trimmed.mdup.bam.RData.43
chr13 48402873 48416359 48163088 48487564 ww-wc 37 zeid_WT_UV300s_hoechst3_cluster13_well16_S408_.trimmed.mdup.bam.RData.44
chr13 50234287 50240850 50205900 50313978 wc-ww 48 zeid_WT_UV300s_hoechst3_cluster13_well16_S408_.trimmed.mdup.bam.RData.45
chr14 69278274 69311000 69209179 69423663 cc-wc 44 zeid_WT_UV300s_hoechst3_cluster13_well16_S408_.trimmed.mdup.bam.RData.46
chr14 71121340 71135499 71084563 71190320 wc-cc 43 zeid_WT_UV300s_hoechst3_cluster13_well16_S408_.trimmed.mdup.bam.RData.47
chr15 22722264 22736373 22234920 22843116 wc-ww 80 zeid_WT_UV300s_hoechst3_cluster13_well16_S408_.trimmed.mdup.bam.RData.48
chr15 60812090 60812391 60722506 60853147 ww-wc 76 zeid_WT_UV300s_hoechst3_cluster13_well16_S408_.trimmed.mdup.bam.RData.49
chr15 90836434 90847964 90812794 90917713 wc-ww 75 zeid_WT_UV300s_hoechst3_cluster13_well16_S408_.trimmed.mdup.bam.RData.50
chr17 34262975 34285429 33881386 34559596 ww-cc 126 zeid_WT_UV300s_hoechst3_cluster13_well16_S408_.trimmed.mdup.bam.RData.51
chr18 10668571 10675516 10624242 10714607 ww-wc 51 zeid_WT_UV300s_hoechst3_cluster13_well16_S408_.trimmed.mdup.bam.RData.52
chr18 11991504 12002230 11058562 12041770 wc-ww 60 zeid_WT_UV300s_hoechst3_cluster13_well16_S408_.trimmed.mdup.bam.RData.53
chr18 48648242 48654493 48576612 48761012 ww-wc 45 zeid_WT_UV300s_hoechst3_cluster13_well16_S408_.trimmed.mdup.bam.RData.54
chr18 49487167 49502388 49013744 49614566 wc-ww 40 zeid_WT_UV300s_hoechst3_cluster13_well16_S408_.trimmed.mdup.bam.RData.55
chr22 23185700 23304970 22990153 23381772 ww-cc 93 zeid_WT_UV300s_hoechst3_cluster13_well16_S408_.trimmed.mdup.bam.RData.56
chrX 106923331 107045859 106879388 107630357 cc-wc 51 zeid_WT_UV300s_hoechst3_cluster13_well16_S408_.trimmed.mdup.bam.RData.57
chrX 108028673 108190549 107944113 108250293 wc-cc 51 zeid_WT_UV300s_hoechst3_cluster13_well16_S408_.trimmed.mdup.bam.RData.58
chr1 146144015 146327424 145989931 147070575 ww-cc 147 zeid_WT_UV300s_hoechst3_cluster13_well18_S410_.trimmed.mdup.bam.RData.1
chr1 148826503 148905253 148331793 149070575 cc-ww 143 zeid_WT_UV300s_hoechst3_cluster13_well18_S410_.trimmed.mdup.bam.RData.2
chr3 91497945 92080602 91420134 93470531 cc-ww 134 zeid_WT_UV300s_hoechst3_cluster13_well18_S410_.trimmed.mdup.bam.RData.3
chr3 93781568 93806336 93470664 93895035 ww-cc 134 zeid_WT_UV300s_hoechst3_cluster13_well18_S410_.trimmed.mdup.bam.RData.4
chr4 49020896 49096226 48984496 49252979 cc-wc 24 zeid_WT_UV300s_hoechst3_cluster13_well18_S410_.trimmed.mdup.bam.RData.5
chr4 49786660 51616521 49631404 51864470 wc-cc 22 zeid_WT_UV300s_hoechst3_cluster13_well18_S410_.trimmed.mdup.bam.RData.6
chr7 57589552 57643125 57530043 57862729 cc-wc 50 zeid_WT_UV300s_hoechst3_cluster13_well18_S410_.trimmed.mdup.bam.RData.7
chr7 62428792 62451009 62145826 62574922 wc-cc 45 zeid_WT_UV300s_hoechst3_cluster13_well18_S410_.trimmed.mdup.bam.RData.8
chr7 64861056 64900823 64821896 65206536 cc-wc 34 zeid_WT_UV300s_hoechst3_cluster13_well18_S410_.trimmed.mdup.bam.RData.9
chr7 65747497 65790042 65425594 65834845 wc-cc 34 zeid_WT_UV300s_hoechst3_cluster13_well18_S410_.trimmed.mdup.bam.RData.10
chr8 7127427 7131524 7075642 7340632 cc-wc 31 zeid_WT_UV300s_hoechst3_cluster13_well18_S410_.trimmed.mdup.bam.RData.11
chr8 8309449 8312541 7930831 8326944 wc-cc 26 zeid_WT_UV300s_hoechst3_cluster13_well18_S410_.trimmed.mdup.bam.RData.12
chr9 39174410 39560292 39131956 40330535 cc-wc 66 zeid_WT_UV300s_hoechst3_cluster13_well18_S410_.trimmed.mdup.bam.RData.13
chr9 67203441 68408572 66169158 68447920 wc-cc 73 zeid_WT_UV300s_hoechst3_cluster13_well18_S410_.trimmed.mdup.bam.RData.14
chr11 47614973 47672022 47537026 135074970 ww-wc 24 zeid_WT_UV300s_hoechst3_cluster13_well18_S410_.trimmed.mdup.bam.RData.15
chr11 47721239 47745163 47281120 47801017 wc-ww 26 zeid_WT_UV300s_hoechst3_cluster13_well18_S410_.trimmed.mdup.bam.RData.16
chr11 50105362 50146727 50089611 50164342 ww-cc 23 zeid_WT_UV300s_hoechst3_cluster13_well18_S410_.trimmed.mdup.bam.RData.17
chr11 50342424 50432104 50164267 50593383 cc-ww 32 zeid_WT_UV300s_hoechst3_cluster13_well18_S410_.trimmed.mdup.bam.RData.18
chr12 62680932 62686472 62639002 62965654 ww-cc 132 zeid_WT_UV300s_hoechst3_cluster13_well18_S410_.trimmed.mdup.bam.RData.19
chr12 64149464 64149768 63552860 64378880 cc-ww 132 zeid_WT_UV300s_hoechst3_cluster13_well18_S410_.trimmed.mdup.bam.RData.20
chr14 20273325 20276496 19856584 20288943 wc-cc 49 zeid_WT_UV300s_hoechst3_cluster13_well18_S410_.trimmed.mdup.bam.RData.21
chr15 22294855 22579162 22251508 22661564 wc-ww 47 zeid_WT_UV300s_hoechst3_cluster13_well18_S410_.trimmed.mdup.bam.RData.22
chr15 72673890 72687645 72595283 72709294 ww-wc 54 zeid_WT_UV300s_hoechst3_cluster13_well18_S410_.trimmed.mdup.bam.RData.23
chr15 74045685 74046076 74024378 74121698 wc-ww 61 zeid_WT_UV300s_hoechst3_cluster13_well18_S410_.trimmed.mdup.bam.RData.24
chr16 21375947 21479734 21208880 21525528 ww-cc 129 zeid_WT_UV300s_hoechst3_cluster13_well18_S410_.trimmed.mdup.bam.RData.25
chr16 22675937 22693303 22665812 22809384 cc-ww 113 zeid_WT_UV300s_hoechst3_cluster13_well18_S410_.trimmed.mdup.bam.RData.26
chr16 34252628 34571632 34084784 34574172 ww-cc 122 zeid_WT_UV300s_hoechst3_cluster13_well18_S410_.trimmed.mdup.bam.RData.27
chr16 46401498 46404543 46398858 46598238 cc-ww 144 zeid_WT_UV300s_hoechst3_cluster13_well18_S410_.trimmed.mdup.bam.RData.28
chr17 22462878 22476924 22434236 26885883 cc-wc 33 zeid_WT_UV300s_hoechst3_cluster13_well18_S410_.trimmed.mdup.bam.RData.29
chr17 22556795 22565766 145599 22652507 wc-cc 28 zeid_WT_UV300s_hoechst3_cluster13_well18_S410_.trimmed.mdup.bam.RData.30
chr17 26683789 26733487 26603748 26884258 cc-ww 37 zeid_WT_UV300s_hoechst3_cluster13_well18_S410_.trimmed.mdup.bam.RData.31
chr17 26885936 26964890 26885362 27130753 ww-cc 39 zeid_WT_UV300s_hoechst3_cluster13_well18_S410_.trimmed.mdup.bam.RData.32
chr20 25763625 25860853 25685255 28773735 ww-wc 70 zeid_WT_UV300s_hoechst3_cluster13_well18_S410_.trimmed.mdup.bam.RData.33
chr20 30459164 30468345 30261335 30524441 wc-ww 56 zeid_WT_UV300s_hoechst3_cluster13_well18_S410_.trimmed.mdup.bam.RData.34
chr21 13195394 13242159 12997048 13353092 wc-cc 66 zeid_WT_UV300s_hoechst3_cluster13_well18_S410_.trimmed.mdup.bam.RData.35
chr22 16136911 16137083 12210418 16194937 wc-cc 77 zeid_WT_UV300s_hoechst3_cluster13_well18_S410_.trimmed.mdup.bam.RData.36
chrX 104253721 104268467 104203355 156008464 cc-wc 21 zeid_WT_UV300s_hoechst3_cluster13_well18_S410_.trimmed.mdup.bam.RData.37
chrX 104342048 104356394 103953656 104397982 wc-cc 23 zeid_WT_UV300s_hoechst3_cluster13_well18_S410_.trimmed.mdup.bam.RData.38
chr4 75926929 75927503 75869153 75952264 cc-wc 99 zeid_WT_UV300s_hoechst3_cluster13_well19_S411_.trimmed.mdup.bam.RData.1
chr4 76667799 76669772 76645362 76728009 wc-cc 95 zeid_WT_UV300s_hoechst3_cluster13_well19_S411_.trimmed.mdup.bam.RData.2
chr6 6470766 6497922 6443313 6578283 ww-wc 95 zeid_WT_UV300s_hoechst3_cluster13_well19_S411_.trimmed.mdup.bam.RData.3
chr8 12367156 12377879 12207393 12554405 wc-ww 100 zeid_WT_UV300s_hoechst3_cluster13_well19_S411_.trimmed.mdup.bam.RData.4
chr8 21668775 21670454 21654032 21678217 ww-wc 91 zeid_WT_UV300s_hoechst3_cluster13_well19_S411_.trimmed.mdup.bam.RData.5
chr8 21697817 21699846 10749076 22758208 wc-ww 87 zeid_WT_UV300s_hoechst3_cluster13_well19_S411_.trimmed.mdup.bam.RData.6
chr8 128813641 128815215 128775173 128868060 ww-wc 88 zeid_WT_UV300s_hoechst3_cluster13_well19_S411_.trimmed.mdup.bam.RData.7
chr10 82874109 82898613 82829300 83024724 cc-wc 166 zeid_WT_UV300s_hoechst3_cluster13_well19_S411_.trimmed.mdup.bam.RData.8
chr15 31882658 31897080 31856750 31987488 ww-wc 86 zeid_WT_UV300s_hoechst3_cluster13_well19_S411_.trimmed.mdup.bam.RData.9
chr15 94884232 94911041 94850031 94954683 wc-ww 93 zeid_WT_UV300s_hoechst3_cluster13_well19_S411_.trimmed.mdup.bam.RData.10
chr15 100769838 100784426 100732758 100825794 ww-wc 84 zeid_WT_UV300s_hoechst3_cluster13_well19_S411_.trimmed.mdup.bam.RData.11
chr16 34270723 34571665 34068682 34576479 wc-cc 135 zeid_WT_UV300s_hoechst3_cluster13_well19_S411_.trimmed.mdup.bam.RData.12
chr16 46401478 46408198 46399390 46612605 cc-wc 126 zeid_WT_UV300s_hoechst3_cluster13_well19_S411_.trimmed.mdup.bam.RData.13
chr19 19953967 19962154 19905066 20006075 wc-cc 79 zeid_WT_UV300s_hoechst3_cluster13_well19_S411_.trimmed.mdup.bam.RData.14
chr19 27759787 27766195 27718100 27781559 cc-wc 80 zeid_WT_UV300s_hoechst3_cluster13_well19_S411_.trimmed.mdup.bam.RData.15
chr19 30270474 30304476 30230698 30332360 wc-cc 81 zeid_WT_UV300s_hoechst3_cluster13_well19_S411_.trimmed.mdup.bam.RData.16
chr19 32845935 32868639 32811159 32928627 cc-wc 76 zeid_WT_UV300s_hoechst3_cluster13_well19_S411_.trimmed.mdup.bam.RData.17
chr19 52080487 52095302 52057731 52119454 wc-cc 84 zeid_WT_UV300s_hoechst3_cluster13_well19_S411_.trimmed.mdup.bam.RData.18
chr19 57830083 57843305 57797212 57888594 cc-wc 83 zeid_WT_UV300s_hoechst3_cluster13_well19_S411_.trimmed.mdup.bam.RData.19
chr1 146187910 146336839 146026181 146478381 cc-ww 129 zeid_WT_UV300s_hoechst3_cluster13_well20_S412_.trimmed.mdup.bam.RData.1
chr1 148587216 148857216 148372593 149058187 ww-cc 138 zeid_WT_UV300s_hoechst3_cluster13_well20_S412_.trimmed.mdup.bam.RData.2
chr2 28505950 28517320 28120745 242134640 ww-wc 58 zeid_WT_UV300s_hoechst3_cluster13_well20_S412_.trimmed.mdup.bam.RData.3
chr2 28551659 28554747 28419007 28580747 wc-ww 58 zeid_WT_UV300s_hoechst3_cluster13_well20_S412_.trimmed.mdup.bam.RData.4
chr2 60720726 60740307 60709116 60774279 ww-wc 53 zeid_WT_UV300s_hoechst3_cluster13_well20_S412_.trimmed.mdup.bam.RData.5
chr2 62425468 62428328 62390766 62459656 wc-ww 52 zeid_WT_UV300s_hoechst3_cluster13_well20_S412_.trimmed.mdup.bam.RData.6
chr2 73592669 73704674 73580199 73969478 ww-wc 50 zeid_WT_UV300s_hoechst3_cluster13_well20_S412_.trimmed.mdup.bam.RData.7
chr2 74244557 74271888 74238489 74301739 wc-ww 45 zeid_WT_UV300s_hoechst3_cluster13_well20_S412_.trimmed.mdup.bam.RData.8
chr2 89270301 89566739 89155426 89610422 ww-wc 59 zeid_WT_UV300s_hoechst3_cluster13_well20_S412_.trimmed.mdup.bam.RData.9
chr2 91865329 91914907 91482633 91966216 wc-ww 52 zeid_WT_UV300s_hoechst3_cluster13_well20_S412_.trimmed.mdup.bam.RData.10
chr2 171398534 171448839 171380915 171501145 ww-wc 44 zeid_WT_UV300s_hoechst3_cluster13_well20_S412_.trimmed.mdup.bam.RData.11
chr2 172074866 172123636 172066236 172165577 wc-ww 46 zeid_WT_UV300s_hoechst3_cluster13_well20_S412_.trimmed.mdup.bam.RData.12
chr4 139565125 139592767 139535620 139658339 ww-wc 41 zeid_WT_UV300s_hoechst3_cluster13_well20_S412_.trimmed.mdup.bam.RData.13
chr4 140198079 140231757 140178460 140251828 wc-ww 54 zeid_WT_UV300s_hoechst3_cluster13_well20_S412_.trimmed.mdup.bam.RData.14
